2024-11-08 00:00:26.830799,[42.8, 'f'],[38.90345633742111, 'f'],[86.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731045626.8295202],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.362025769506079, 'mph', 2.0, '2', 'Light Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1731045626.6788638],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:10:22.772013,[41.0, 'f'],[37.42847393906184, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731060622.7708888],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.035612025769504, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731060621.8829143],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:11:22.922433,[41.0, 'f'],[37.71942153788923, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731060682.9215803],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[2.8185397279885436, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731060682.8203406],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:12:22.917045,[41.0, 'f'],[37.42847393906184, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731060742.9162323],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[2.393521832498208, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731060742.8192275],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:13:23.680555,[41.0, 'f'],[37.42847393906184, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731060803.6747668],['WSW', '', 'WSW', 'West [color=9aba2fff]SW[/color]'],[2.0132426628489597, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731060802.8121493],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:14:22.916675,[41.0, 'f'],[37.42847393906184, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731060862.9158354],['WSW', '', 'WSW', 'West [color=9aba2fff]SW[/color]'],[0.178954903364352, 'mph', 0.0, '0', 'Calm Conditions'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731060862.8210266],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:15:22.931531,[40.82, 'f'],[37.251341647880416, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731060922.9306858],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[2.057981388690048, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731060922.824396],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:16:22.939109,[40.82, 'f'],[37.251341647880416, 'f'],[87.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731060982.9383805],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[2.6843235504652796, 'mph', 1.0, '1', 'Light Air'],[25.264077926466264, ' inHg', 855.5364840100868],[0.0, 'count', 0.0, 1731060982.858485],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:17:22.823804,[40.64, 'f'],[37.36469040215755, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061042.8175828],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[2.102720114531136, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061042.688153],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:18:23.679440,[40.64, 'f'],[37.36469040215755, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061103.678591],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[1.9013958482462399, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061102.8066509],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:19:22.862545,[40.64, 'f'],[37.36469040215755, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061162.8618093],['WSW', '', 'WSW', 'West [color=9aba2fff]SW[/color]'],[2.371152469577664, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061162.6760166],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:20:22.748931,[40.46, 'f'],[37.18732325802789, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061222.7425315],['WSW', '', 'WSW', 'West [color=9aba2fff]SW[/color]'],[1.3869005010737279, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061221.8778076],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:21:23.820515,[40.46, 'f'],[37.18732325802789, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061283.8188334],['WSW', '', 'WSW', 'West [color=9aba2fff]SW[/color]'],[2.169828203292768, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061283.6872125],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:22:23.778092,[40.28, 'f'],[37.00995506304323, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061343.7716222],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[1.7671796707229759, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061342.6792343],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:23:22.921107,[40.28, 'f'],[37.29706934874334, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061402.9202375],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[2.6395848246241918, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061402.8093436],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:24:22.919112,[40.28, 'f'],[37.29706934874334, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061462.9182606],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.064602720114528, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061462.8188007],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:25:22.900264,[40.1, 'f'],[37.11946989442697, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061522.899481],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[2.415891195418752, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061522.8043723],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:26:22.829411,[40.1, 'f'],[37.11946989442697, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061582.8287642],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[2.304044380816032, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061582.774403],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:27:22.914764,[40.1, 'f'],[37.11946989442697, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061642.9139109],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[2.6172154617036476, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061642.8074698],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:28:22.897173,[40.1, 'f'],[37.11946989442697, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061702.896289],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[2.997494631352896, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061702.778513],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:29:22.772540,[40.1, 'f'],[37.11946989442697, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061762.7712667],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[2.9080171796707197, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061761.8795097],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:30:22.926205,[39.92, 'f'],[36.94186948026135, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061822.9253569],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.489620615604864, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061822.8232949],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:31:22.923497,[39.92, 'f'],[37.225686268543996, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061882.922649],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[2.885647816750176, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061882.8152711],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:32:22.915753,[39.92, 'f'],[36.94186948026135, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731061942.9148326],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.4448818897637756, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731061942.805547],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:33:22.824019,[39.92, 'f'],[36.94186948026135, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062002.8227234],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.5343593414459518, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062002.6844873],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:34:23.670761,[39.92, 'f'],[36.94186948026135, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062062.8763628],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.6014674302075838, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062062.7581115],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:35:23.684406,[39.92, 'f'],[36.94186948026135, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062123.6838038],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.3554044380815995, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062122.87427],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:36:23.767958,[39.92, 'f'],[36.94186948026135, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062183.7666733],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.489620615604864, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062182.833802],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:37:22.783978,[39.92, 'f'],[37.225686268543996, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062242.7826855],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.265926986399424, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062241.8659503],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:38:22.927728,[39.92, 'f'],[37.225686268543996, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062302.9268703],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[4.048854688618464, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062302.8311396],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:39:22.937371,[39.74, 'f'],[36.7642681062387, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062362.936504],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.8251610594130234, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062362.8431606],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:40:22.921890,[39.74, 'f'],[37.04785699800692, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062422.9211028],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.7356836077308477, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062422.8286614],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:41:23.707033,[39.74, 'f'],[37.04785699800692, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062483.7054858],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.892269148174656, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062482.8068995],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:42:23.771778,[39.74, 'f'],[37.04785699800692, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062543.7705097],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[4.563350035790975, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062542.8850923],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:43:22.801638,[39.92, 'f'],[37.225686268543996, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062602.8006914],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[4.13833214030064, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062602.6902158],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:44:22.768016,[39.92, 'f'],[36.94186948026135, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062662.7616973],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[4.004115962777376, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062661.8795362],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:45:23.773835,[39.92, 'f'],[36.94186948026135, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062723.7674608],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.892269148174656, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062722.8552377],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:46:23.715217,[39.92, 'f'],[37.225686268543996, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062783.7138243],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[4.630458124552607, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062782.8093915],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:47:22.974960,[39.92, 'f'],[36.94186948026135, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062842.9745033],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.272548317823904, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062842.8130026],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:48:22.759056,[40.1, 'f'],[37.11946989442697, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062902.7577748],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.6014674302075838, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062901.8688564],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:49:23.690394,[40.1, 'f'],[37.11946989442697, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731062963.6895418],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.250178954903359, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731062962.8149023],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:50:22.926507,[40.1, 'f'],[37.11946989442697, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063022.9256601],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.9146385110951996, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063022.8242867],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:51:23.762533,[40.1, 'f'],[37.11946989442697, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063083.7612557],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.3777738010021436, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063082.832232],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:52:22.812020,[40.1, 'f'],[37.11946989442697, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063142.8108892],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[4.026485325697919, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063142.6842158],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:53:23.691185,[40.28, 'f'],[37.29706934874334, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063203.6903389],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.1764495347172477, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063202.8112688],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:54:24.695521,[40.28, 'f'],[37.29706934874334, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063264.6931036],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[4.004115962777376, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063263.8177626],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:55:24.678558,[40.28, 'f'],[37.00995506304323, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063324.678167],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.1540801717967035, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063323.8158305],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:56:22.750104,[40.28, 'f'],[37.00995506304323, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063382.7489245],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[3.1093414459556157, 'mph', 1.0, '1', 'Light Air'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063381.882829],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:57:25.701359,[40.28, 'f'],[37.29706934874334, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063445.7008584],['W', '', 'W', 'Due [color=9aba2fff]West[/color]'],[4.384395132426624, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063444.8026097],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:58:24.775626,[40.28, 'f'],[37.00995506304323, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063504.774342],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.048854688618464, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063503.8724086],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 04:59:23.709855,[40.28, 'f'],[37.00995506304323, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063563.7085507],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.7356836077308477, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063562.804934],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 05:00:22.794785,[40.28, 'f'],[37.00995506304323, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063622.7909825],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.183070866141728, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063622.684419],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 05:01:22.826291,[40.28, 'f'],[37.00995506304323, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063682.8251572],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.400143163922688, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063682.6956348],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 05:02:23.674627,[40.28, 'f'],[37.00995506304323, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063743.6739264],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.160701503221184, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063742.825588],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 05:03:23.678064,[40.46, 'f'],[37.18732325802789, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063803.6773264],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.7133142448103036, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063802.8613913],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 05:04:22.823033,[40.46, 'f'],[37.18732325802789, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063862.8167837],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.8475304223335676, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063862.687249],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 05:05:23.682505,[40.46, 'f'],[37.18732325802789, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063923.6812124],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.3777738010021436, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063922.759039],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-08 05:06:22.831823,[40.46, 'f'],[37.18732325802789, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731063982.830552],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.422512526843232, 'mph', 2.0, '2', 'Light Breeze'],[25.261001950058553, ' inHg', 855.4323199060807],[0.0, 'count', 0.0, 1731063982.6792545],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
