2024-11-03 00:00:51.692756,[45.5, 'f'],[42.44703602446761, 'f'],[89.0, '%'],[0.049327585692, ' in/hr', 'Moderate Rain', 1.25292],[0.0008221264282, ' in', 0.020882, 1730610051.6907432],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[8.679312813171071, 'mph', 3.0, '3', 'Gentle Breeze'],[25.273305838165534, ' inHg', 855.8489757286814],[0.0, 'count', 0.0, 1730610050.830604],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:21:18.904754,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.140558343618, ' in/hr', 'Moderate Rain', 3.57018],[0.8281998173063999, ' in', 21.036264, 1730632878.9037423],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[15.770400858983518, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730632878.7742405],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:22:19.698403,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.178159938726, ' in/hr', 'Heavy Rain', 4.52526],[0.8311691496185, ' in', 21.111685, 1730632939.6977694],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[11.609699355762336, 'mph', 3.0, '3', 'Gentle Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730632938.891825],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:23:18.691564,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.129675660576, ' in/hr', 'Moderate Rain', 3.29376],[0.8333304106281, ' in', 21.166581, 1730632998.6906228],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[13.086077308518238, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730632997.7465267],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:24:17.868729,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.11738982716999999, ' in/hr', 'Moderate Rain', 2.9817],[0.8352869077476, ' in', 21.216276, 1730633057.867812],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[14.42823908375088, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633057.7539566],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:25:15.846283,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.16046465358, ' in/hr', 'Heavy Rain', 4.0758],[0.8379613186406, ' in', 21.284206, 1730633115.8458104],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[12.37025769506083, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633115.8005505],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:26:15.976652,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.11806541808599998, ' in/hr', 'Moderate Rain', 2.9988599999999996],[0.8399290756087, ' in', 21.334187, 1730633175.9704223],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[11.453113815318527, 'mph', 3.0, '3', 'Gentle Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633175.8414826],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:27:19.070264,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.113718959046, ' in/hr', 'Moderate Rain', 2.8884600000000002],[0.8418243915928, ' in', 21.382328, 1730633239.0693285],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[11.945239799570494, 'mph', 3.0, '3', 'Gentle Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633238.9472835],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:28:16.709192,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.156432367938, ' in/hr', 'Moderate Rain', 3.97338],[0.8444315977250999, ' in', 21.448551, 1730633296.7082431],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[12.884753042233342, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633295.8045757],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:29:16.746400,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.12320085393, ' in/hr', 'Moderate Rain', 3.1293],[0.8464849452906, ' in', 21.500706, 1730633356.7398796],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[10.893879742304927, 'mph', 3.0, '3', 'Gentle Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633355.8017015],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:30:17.902985,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.14441346381, ' in/hr', 'Moderate Rain', 3.6681],[0.8488918363541, ' in', 21.561841, 1730633417.9019635],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[13.511095204008575, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633417.7711935],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:31:23.865468,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.23502532376399998, ' in/hr', 'Heavy Rain', 5.96964],[0.8528089250835, ' in', 21.661335, 1730633483.8643124],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[12.772906227630623, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633483.7339973],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:32:17.112630,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.192538686648, ' in/hr', 'Heavy Rain', 4.89048],[0.8560179031942999, ' in', 21.742843, 1730633537.1116977],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[13.130816034359327, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633536.9875097],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:33:17.878049,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.157681974912, ' in/hr', 'Heavy Rain', 4.005120000000001],[0.8586459361095, ' in', 21.809595, 1730633597.8772032],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[13.869005010737279, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633597.7651045],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:34:18.727177,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.08800398453, ' in/hr', 'Moderate Rain', 2.2353],[0.860112669185, ' in', 21.84685, 1730633658.725893],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[13.846635647816736, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633657.7899103],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:35:17.883021,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.166001664444, ' in/hr', 'Heavy Rain', 4.21644],[0.8628793635924, ' in', 21.917124, 1730633717.88163],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[12.661059413027903, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633717.7571487],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:36:17.670655,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.13007487338999998, ' in/hr', 'Moderate Rain', 3.3039],[0.8650472781488999, ' in', 21.972189, 1730633776.8512843],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[13.869005010737279, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633776.7081714],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:37:17.869148,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.13551030939599998, ' in/hr', 'Moderate Rain', 3.44196],[0.8673057833054999, ' in', 22.029555, 1730633837.8672688],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[16.262526843235484, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633837.7353995],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:38:16.732129,[43.16, 'f'],[42.89780295603949, 'f'],[99.0, '%'],[0.11637644079599999, ' in/hr', 'Moderate Rain', 2.9559599999999997],[0.8692453906521, ' in', 22.078821, 1730633896.7256954],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[15.815139584824607, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633895.8250723],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:39:17.889483,[43.16, 'f'],[43.16, 'f'],[100.0, '%'],[0.04804254562799999, ' in/hr', 'Moderate Rain', 1.2202799999999998],[0.8700460997459, ' in', 22.099159, 1730633957.8885324],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[13.71241947029347, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730633957.7780511],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:40:17.860987,[43.16, 'f'],[43.16, 'f'],[100.0, '%'],[0.06440554659, ' in/hr', 'Moderate Rain', 1.6359000000000001],[0.8711195255224, ' in', 22.126424, 1730634017.8600075],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[17.157301360057247, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634017.7429674],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:41:16.776141,[43.16, 'f'],[43.16, 'f'],[100.0, '%'],[0.170652848058, ' in/hr', 'Heavy Rain', 4.33458],[0.8739637396566999, ' in', 22.198667, 1730634076.7752998],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[16.150680028632767, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634076.6793804],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:42:17.852753,[43.16, 'f'],[43.16, 'f'],[100.0, '%'],[0.163767017568, ' in/hr', 'Heavy Rain', 4.15968],[0.8766931899495, ' in', 22.267995, 1730634137.8519042],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[16.105941302791678, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634137.74545],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:43:16.783748,[43.16, 'f'],[43.16, 'f'],[100.0, '%'],[0.134116607856, ' in/hr', 'Moderate Rain', 3.40656],[0.8789284667470999, ' in', 22.324771, 1730634196.7773008],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[12.996599856836061, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634195.8100665],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:44:17.898749,[43.16, 'f'],[43.16, 'f'],[100.0, '%'],[0.086541779016, ' in/hr', 'Moderate Rain', 2.19816],[0.8803708297306999, ' in', 22.361407, 1730634257.8978097],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[12.37025769506083, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634257.7668107],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:45:18.695670,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.159193786752, ' in/hr', 'Heavy Rain', 4.04352],[0.8830240595099, ' in', 22.428799, 1730634318.6943636],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[12.124194702934847, 'mph', 3.0, '3', 'Gentle Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634317.8846815],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:46:18.698870,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.230856030174, ' in/hr', 'Heavy Rain', 5.86374],[0.8868716600127999, ' in', 22.526528, 1730634378.6925173],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[15.412491052254815, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634377.7524025],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:48:17.876507,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.250537930566, ' in/hr', 'Heavy Rain', 6.36366],[0.8910472921888999, ' in', 22.632589, 1730634497.8755622],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[14.226914817465984, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634497.7619762],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:52:16.768490,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.046020497291999994, ' in/hr', 'Moderate Rain', 1.16892],[0.8918143004771, ' in', 22.652071, 1730634736.7675548],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[12.8623836793128, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634736.67467],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:53:19.026204,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.04183939267199999, ' in/hr', 'Moderate Rain', 1.0627199999999999],[0.8925116236883, ' in', 22.669783, 1730634799.0252845],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[13.801896921975647, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634798.9069476],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:56:16.839038,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.060689796552, ' in/hr', 'Moderate Rain', 1.54152],[0.8935231202974999, ' in', 22.695475, 1730634976.8371367],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[15.479599141016447, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730634976.6933637],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:57:17.674852,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.07790082946799999, ' in/hr', 'Moderate Rain', 1.97868],[0.8948214674552999, ' in', 22.728453, 1730635037.6741257],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[15.748031496062975, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635036.8720243],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:58:17.110314,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.395426197782, ' in/hr', 'Heavy Rain', 10.04382],[0.9014119040849999, ' in', 22.89585, 1730635097.1094677],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[15.636184681460255, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635096.9932802],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 05:59:17.680724,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.228942643314, ' in/hr', 'Heavy Rain', 5.81514],[0.9052276148069, ' in', 22.992769, 1730635157.6796064],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[16.262526843235484, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635156.735161],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:00:19.065238,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.194215852908, ' in/hr', 'Heavy Rain', 4.93308],[0.9084645456886999, ' in', 23.074987, 1730635219.064537],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[15.770400858983518, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635218.9993222],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:01:16.839523,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.08086067358599999, ' in/hr', 'Moderate Rain', 2.05386],[0.9112782479955, ' in', 23.146455, 1730635276.8357456],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[15.211166785969919, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635276.6965034],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:02:17.786979,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.047159080584, ' in/hr', 'Moderate Rain', 1.19784],[0.9120642326719, ' in', 23.166419, 1730635337.7856967],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[17.157301360057247, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635336.9454513],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:03:16.775136,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.07611027731999999, ' in/hr', 'Moderate Rain', 1.9331999999999998],[0.9133327372939, ' in', 23.198639, 1730635396.7740037],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[24.203650680028606, 'mph', 6.0, '6', 'Strong Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635395.7265365],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:04:16.768192,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.11256147810599999, ' in/hr', 'Moderate Rain', 2.85906],[0.9152087619289999, ' in', 23.24629, 1730635456.7673326],['S', '', 'S', 'Due [color=9aba2fff]South[/color]'],[21.116678596993534, 'mph', 5.0, '5', 'Fresh Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635456.6760395],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:05:16.804344,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.20940011307599998, ' in/hr', 'Heavy Rain', 5.31876],[0.9186987638135999, ' in', 23.334936, 1730635516.8033307],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[23.398353614889025, 'mph', 5.0, '5', 'Fresh Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635516.6837032],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:06:21.069718,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.19321427756400003, ' in/hr', 'Heavy Rain', 4.907640000000001],[0.921919001773, ' in', 23.41673, 1730635581.0634356],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[21.40748031496061, 'mph', 5.0, '5', 'Fresh Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635580.9221144],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:07:17.916945,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.141245745564, ' in/hr', 'Moderate Rain', 3.58764],[0.9242730975324001, ' in', 23.476524, 1730635637.915999],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[18.454724409448797, 'mph', 5.0, '5', 'Fresh Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635637.7985036],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:08:17.760549,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.09977485702799999, ' in/hr', 'Moderate Rain', 2.53428],[0.9259360118161999, ' in', 23.518762, 1730635697.7542078],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[18.812634216177504, 'mph', 5.0, '5', 'Fresh Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635695.7553935],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:09:16.855397,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.083506344306, ' in/hr', 'Moderate Rain', 2.12106],[0.9273277842213, ' in', 23.554113, 1730635756.8542802],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[17.649427344309213, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635756.7200358],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:10:17.937084,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.104109505038, ' in/hr', 'Moderate Rain', 2.64438],[0.9290629426385999, ' in', 23.598186, 1730635817.9362733],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[16.687544738725823, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635817.8422227],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:11:17.011202,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.082625241468, ' in/hr', 'Moderate Rain', 2.0986800000000003],[0.9304400299964, ' in', 23.633164, 1730635877.004988],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[16.105941302791678, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635876.8836532],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:12:18.724279,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.06382680612, ' in/hr', 'Moderate Rain', 1.6212],[0.9315038100984, ' in', 23.660184, 1730635938.7230165],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[15.546707229778079, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730635937.8213212],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:14:16.016266,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.11452210908600001, ' in/hr', 'Moderate Rain', 2.9088600000000002],[0.9334125119165, ' in', 23.708665, 1730636056.0153284],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[13.71241947029347, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730636055.9063218],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:15:16.882079,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.17972608130399997, ' in/hr', 'Heavy Rain', 4.56504],[0.9364079466049, ' in', 23.784749, 1730636116.8807478],['SW', '', 'SW', 'South [color=9aba2fff]West[/color]'],[14.249284180386526, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730636116.770345],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:16:15.095762,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.37513721044799997, ' in/hr', 'Heavy Rain', 9.52848],[0.9426602334456999, ' in', 23.943557, 1730636175.0934923],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[14.696671438797408, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730636174.9585779],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:17:15.069322,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.39026241546599993, ' in/hr', 'Heavy Rain', 9.912659999999999],[0.9491646070368001, ' in', 24.108768, 1730636235.0683734],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[14.920365068002846, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730636234.946572],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:18:16.858305,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.252619034052, ' in/hr', 'Heavy Rain', 6.416519999999999],[0.953374924271, ' in', 24.21571, 1730636296.8570075],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[15.479599141016447, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730636296.6917481],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:19:16.707062,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.37346240639399997, ' in/hr', 'Heavy Rain', 9.48594],[0.9595992977109, ' in', 24.373809, 1730636356.7002451],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[15.524337866857536, 'mph', 4.0, '4', 'Moderate Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730636355.7747],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:20:15.670060,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.31117339638, ' in/hr', 'Heavy Rain', 7.9038],[0.9647855209838999, ' in', 24.505539, 1730636415.1202726],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[17.8954903364352, 'mph', 5.0, '5', 'Fresh Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730636414.9677901],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-03 06:21:17.076942,[43.34, 'f'],[43.34, 'f'],[100.0, '%'],[0.306120637746, ' in/hr', 'Heavy Rain', 7.775460000000001],[0.969887531613, ' in', 24.63513, 1730636477.0759962],['SSW', '', 'SSW', 'South [color=9aba2fff]SW[/color]'],[17.67179670722976, 'mph', 5.0, '5', 'Fresh Breeze'],[25.26715389995307, ' inHg', 855.6406480151801],[0.0, 'count', 0.0, 1730636476.9546928],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
