2024-11-11 00:00:16.784412,[46.94, 'f'],[45.85895426179085, 'f'],[96.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731304816.783149],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.48049391553328, 'mph', 2.0, '2', 'Light Breeze'],[25.276381802892075, ' inHg', 855.9531394371193],[0.0, 'count', 0.0, 1731304815.7453983],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:10:14.703634,[49.1, 'f'],[46.87634926280199, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316214.7023435],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.965998568360768, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316213.6988244],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:11:13.925319,[49.1, 'f'],[46.87634926280199, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316273.9235218],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.189692197566207, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316273.8011158],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:12:13.849981,[49.1, 'f'],[46.87634926280199, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316333.8495662],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.608088761632064, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316333.6771362],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:13:14.694825,[49.1, 'f'],[46.87634926280199, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316394.6935112],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[3.959377236936288, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316393.8244872],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:14:14.673990,[49.1, 'f'],[46.87634926280199, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316453.8724902],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[7.247673586256256, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316453.735006],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:15:15.923075,[48.92, 'f'],[46.69810563882851, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316515.9222264],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[8.410880458124543, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316515.813469],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:16:14.746695,[49.1, 'f'],[46.58650047303538, 'f'],[91.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316574.7454238],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[7.918754473872576, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316573.8046343],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:17:14.697009,[49.1, 'f'],[46.58650047303538, 'f'],[91.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316634.6957028],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.637079455977087, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316633.7774332],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:18:14.762772,[49.1, 'f'],[46.58650047303538, 'f'],[91.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316694.761499],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.719935576234783, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316692.8884065],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:19:13.918491,[49.1, 'f'],[46.58650047303538, 'f'],[91.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316753.917641],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.659448818897631, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316753.802788],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:20:13.792898,[48.92, 'f'],[46.40848515532579, 'f'],[91.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316813.7886624],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.010737294201856, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316813.6777074],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:21:15.686387,[48.92, 'f'],[46.69810563882851, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316875.6858823],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.69756621331424, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316874.815098],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:22:13.918778,[48.92, 'f'],[46.69810563882851, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316933.9179907],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.196313528990688, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316933.8291047],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:23:13.849848,[48.92, 'f'],[46.69810563882851, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731316993.8481252],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.777916964924831, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731316993.718721],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:24:13.951574,[48.92, 'f'],[46.69810563882851, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317053.9508977],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.742304939155328, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317053.869307],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:25:13.921037,[48.92, 'f'],[46.69810563882851, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317113.9201689],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.675196850393696, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317113.812369],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:26:13.912055,[48.92, 'f'],[46.69810563882851, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317173.9112706],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.621331424481023, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317173.7881856],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:28:13.960732,[48.92, 'f'],[46.69810563882851, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317293.9602485],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.777916964924831, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317293.783085],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:29:15.108239,[48.92, 'f'],[46.69810563882851, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317355.1019258],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[7.739799570508223, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317354.9566],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:30:13.814798,[48.92, 'f'],[46.69810563882851, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317413.8136528],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.681818181818175, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317413.6791618],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:31:14.058609,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317474.0577586],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.323908375089471, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317473.937488],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:32:13.832770,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317533.8265712],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.48049391553328, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317533.6916711],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:33:13.872871,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317593.8715146],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.368647100930559, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317593.7381182],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:34:16.826582,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317656.8254147],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.033106657122399, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317656.6777577],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:35:15.689266,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317715.6887403],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[7.023979957050816, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317714.7914836],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:36:14.713595,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317774.7122731],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.979241231209728, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317773.7988427],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:37:13.920859,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317833.9199846],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.5476020042949115, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317833.8141143],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:38:13.858935,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317893.8575275],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[6.017358625626335, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317893.7263184],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:39:15.679786,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731317955.6792774],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[6.285790980672863, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731317954.81306],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:40:13.822114,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318013.8158965],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.883142448103071, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318013.6750882],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:41:13.848333,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318073.8421366],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.205440229062272, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318073.7055464],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:42:13.898566,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318133.8977108],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[5.391016463851104, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318133.7815652],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:43:15.711247,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318195.7103856],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.48049391553328, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318194.8029895],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:44:14.699940,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318254.698663],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[4.719935576234783, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318253.8020136],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:45:15.696230,[48.74, 'f'],[46.51986132433005, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318315.6957417],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.429133858267711, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318314.7943132],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:46:12.899463,[48.56, 'f'],[46.34161631930259, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318372.8986833],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[4.854151753758048, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318372.797452],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:47:15.749962,[48.56, 'f'],[46.34161631930259, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318435.7472603],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[5.3462777380100155, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318434.8426206],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:48:13.735439,[48.56, 'f'],[46.34161631930259, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318493.7346423],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[5.48049391553328, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318492.8847709],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:49:14.853909,[48.56, 'f'],[46.34161631930259, 'f'],[92.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318554.851796],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[7.6055833929849594, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318554.7051826],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:50:12.837523,[48.56, 'f'],[46.052452181298655, 'f'],[91.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318612.8363376],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[6.666070150322112, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318612.685103],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:51:12.796895,[48.56, 'f'],[46.052452181298655, 'f'],[91.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318672.7954547],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[6.576592698639935, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318672.677971],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:52:12.875937,[48.56, 'f'],[46.052452181298655, 'f'],[91.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318732.8744075],['WNW', '', 'WNW', 'West [color=9aba2fff]NW[/color]'],[5.950250536864703, 'mph', 2.0, '2', 'Light Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318732.7349539],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:53:12.917912,[48.56, 'f'],[45.76046884347504, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318792.9170616],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[8.791159627773792, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318792.7916982],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:54:12.919248,[48.56, 'f'],[45.76046884347504, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318852.9184525],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[9.999105225483166, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318852.8114176],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:55:13.678632,[48.56, 'f'],[45.76046884347504, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318913.6773627],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[7.4713672154616955, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318912.8461847],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:56:12.725701,[48.56, 'f'],[45.76046884347504, 'f'],[90.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731318972.7243977],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[8.858267716535423, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731318971.8881514],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:57:12.865482,[48.379999999999995, 'f'],[45.28805147516267, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731319032.8615456],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[9.059591982820319, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731319032.7281992],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:58:12.976045,[48.379999999999995, 'f'],[45.28805147516267, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731319092.975292],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[9.61882605583392, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731319092.8923142],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 03:59:12.919075,[48.379999999999995, 'f'],[45.28805147516267, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731319152.9176927],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[8.545096635647807, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731319152.7944467],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 04:00:12.680532,[48.379999999999995, 'f'],[45.28805147516267, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731319212.6792333],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[8.768790264853248, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731319211.8157327],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 04:01:13.781132,[48.379999999999995, 'f'],[45.28805147516267, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731319273.774595],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[10.357015032211871, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731319272.8669693],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 04:02:12.868158,[48.379999999999995, 'f'],[45.28805147516267, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731319332.8670347],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[11.430744452397983, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731319332.7340004],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 04:03:12.854336,[48.379999999999995, 'f'],[45.28805147516267, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731319392.8531184],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[10.916249105225472, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731319392.7168958],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 04:04:12.918183,[48.379999999999995, 'f'],[44.99048362340902, 'f'],[88.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731319452.917385],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[11.699176807444513, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731319452.8083944],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 04:05:12.800897,[48.379999999999995, 'f'],[45.28805147516267, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731319512.798839],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[8.9477451682176, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731319512.6779118],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
2024-11-11 04:06:12.844434,[48.2, 'f'],[45.11049520601028, 'f'],[89.0, '%'],[0.0, ' in/hr', 'Currently Dry', 0.0],[0.0, ' in', 0.0, 1731319572.8402724],['NW', '', 'NW', 'North [color=9aba2fff]West[/color]'],[10.647816750178942, 'mph', 3.0, '3', 'Gentle Breeze'],[25.279457764699394, ' inHg', 856.0573030467013],[0.0, 'count', 0.0, 1731319572.709866],[19.88384, 'miles'],[0.0, '/min', 0.0, '/min']
